run_id,scenario_seed,strategy,defender_count,attacker_count,attacker_bucket,kills,breaches,success,completion_time_s,kill_ratio
0,383329927,optimized,4,11,11-15,2,1,0,28.00,0.1818
0,383329927,nearest,4,11,11-15,2,1,0,28.00,0.1818
0,383329927,earliest_deadline,4,11,11-15,0,1,0,28.00,0.0000
1,3324115916,optimized,4,20,16-20,3,1,0,29.00,0.1500
1,3324115916,nearest,4,20,16-20,3,1,0,29.00,0.1500
1,3324115916,earliest_deadline,4,20,16-20,0,1,0,29.00,0.0000
2,2811363264,optimized,3,13,11-15,1,1,0,25.25,0.0769
2,2811363264,nearest,3,13,11-15,1,1,0,25.25,0.0769
2,2811363264,earliest_deadline,3,13,11-15,0,1,0,25.25,0.0000
3,1884968544,optimized,2,11,11-15,1,1,0,27.50,0.0909
3,1884968544,nearest,2,11,11-15,1,1,0,27.50,0.0909
3,1884968544,earliest_deadline,2,11,11-15,0,1,0,27.50,0.0000
4,1859786275,optimized,5,8,5-10,1,1,0,29.75,0.1250
4,1859786275,nearest,5,8,5-10,1,1,0,29.75,0.1250
4,1859786275,earliest_deadline,5,8,5-10,0,1,0,29.75,0.0000
5,3687649985,optimized,5,19,16-20,4,1,0,29.25,0.2105
5,3687649985,nearest,5,19,16-20,3,1,0,29.25,0.1579
5,3687649985,earliest_deadline,5,19,16-20,0,1,0,29.25,0.0000
6,369133708,optimized,5,8,5-10,0,1,0,31.75,0.0000
6,369133708,nearest,5,8,5-10,0,1,0,31.75,0.0000
6,369133708,earliest_deadline,5,8,5-10,0,1,0,31.75,0.0000
7,2995172877,optimized,2,5,5-10,1,1,0,27.50,0.2000
7,2995172877,nearest,2,5,5-10,1,1,0,27.50,0.2000
7,2995172877,earliest_deadline,2,5,5-10,0,1,0,27.50,0.0000
8,865305066,optimized,3,7,5-10,0,1,0,25.75,0.0000
8,865305066,nearest,3,7,5-10,0,1,0,25.75,0.0000
8,865305066,earliest_deadline,3,7,5-10,0,1,0,25.75,0.0000
9,404488628,optimized,5,14,11-15,5,1,0,33.50,0.3571
9,404488628,nearest,5,14,11-15,5,1,0,33.50,0.3571
9,404488628,earliest_deadline,5,14,11-15,2,1,0,33.50,0.1429
10,2261209995,optimized,2,16,16-20,1,1,0,25.50,0.0625
10,2261209995,nearest,2,16,16-20,0,1,0,25.50,0.0000
10,2261209995,earliest_deadline,2,16,16-20,0,1,0,25.50,0.0000
11,4190266092,optimized,2,18,16-20,3,1,0,37.00,0.1667
11,4190266092,nearest,2,18,16-20,4,1,0,37.00,0.2222
11,4190266092,earliest_deadline,2,18,16-20,1,1,0,37.00,0.0556
12,3160032368,optimized,4,10,5-10,0,1,0,28.50,0.0000
12,3160032368,nearest,4,10,5-10,0,1,0,28.50,0.0000
12,3160032368,earliest_deadline,4,10,5-10,0,1,0,28.50,0.0000
13,3269070126,optimized,2,17,16-20,0,1,0,24.00,0.0000
13,3269070126,nearest,2,17,16-20,0,1,0,24.00,0.0000
13,3269070126,earliest_deadline,2,17,16-20,0,1,0,24.00,0.0000
14,3081541439,optimized,2,17,16-20,1,1,0,24.50,0.0588
14,3081541439,nearest,2,17,16-20,1,1,0,24.50,0.0588
14,3081541439,earliest_deadline,2,17,16-20,0,1,0,24.50,0.0000
15,3376120482,optimized,5,14,11-15,1,1,0,24.50,0.0714
15,3376120482,nearest,5,14,11-15,1,1,0,24.50,0.0714
15,3376120482,earliest_deadline,5,14,11-15,0,1,0,24.50,0.0000
16,2204291346,optimized,2,20,16-20,1,1,0,26.25,0.0500
16,2204291346,nearest,2,20,16-20,1,1,0,26.25,0.0500
16,2204291346,earliest_deadline,2,20,16-20,0,1,0,26.25,0.0000
17,550243861,optimized,2,11,11-15,1,1,0,28.75,0.0909
17,550243861,nearest,2,11,11-15,1,1,0,28.75,0.0909
17,550243861,earliest_deadline,2,11,11-15,0,1,0,28.75,0.0000
18,3606691181,optimized,3,8,5-10,1,1,0,27.25,0.1250
18,3606691181,nearest,3,8,5-10,1,1,0,27.25,0.1250
18,3606691181,earliest_deadline,3,8,5-10,0,1,0,27.25,0.0000
19,1934392872,optimized,4,9,5-10,0,1,0,30.50,0.0000
19,1934392872,nearest,4,9,5-10,0,1,0,30.50,0.0000
19,1934392872,earliest_deadline,4,9,5-10,0,1,0,30.50,0.0000
20,2148995112,optimized,4,20,16-20,1,1,0,26.25,0.0500
20,2148995112,nearest,4,20,16-20,1,1,0,26.25,0.0500
20,2148995112,earliest_deadline,4,20,16-20,0,1,0,26.25,0.0000
21,1592565386,optimized,4,14,11-15,2,1,0,25.50,0.1429
21,1592565386,nearest,4,14,11-15,2,1,0,25.50,0.1429
21,1592565386,earliest_deadline,4,14,11-15,0,1,0,25.50,0.0000
22,784044718,optimized,2,13,11-15,2,1,0,27.25,0.1538
22,784044718,nearest,2,13,11-15,2,1,0,27.25,0.1538
22,784044718,earliest_deadline,2,13,11-15,0,1,0,27.25,0.0000
23,3980425317,optimized,4,14,11-15,0,1,0,24.75,0.0000
23,3980425317,nearest,4,14,11-15,0,1,0,24.75,0.0000
23,3980425317,earliest_deadline,4,14,11-15,0,1,0,24.75,0.0000
24,3356806661,optimized,3,9,5-10,2,1,0,30.75,0.2222
24,3356806661,nearest,3,9,5-10,2,1,0,30.75,0.2222
24,3356806661,earliest_deadline,3,9,5-10,0,1,0,30.75,0.0000
25,2765379632,optimized,2,17,16-20,2,1,0,33.00,0.1176
25,2765379632,nearest,2,17,16-20,2,1,0,33.00,0.1176
25,2765379632,earliest_deadline,2,17,16-20,0,1,0,33.00,0.0000
26,1728356533,optimized,2,6,5-10,1,1,0,32.25,0.1667
26,1728356533,nearest,2,6,5-10,1,1,0,32.25,0.1667
26,1728356533,earliest_deadline,2,6,5-10,1,1,0,32.25,0.1667
27,3533734220,optimized,4,15,11-15,2,1,0,28.75,0.1333
27,3533734220,nearest,4,15,11-15,2,1,0,28.75,0.1333
27,3533734220,earliest_deadline,4,15,11-15,0,1,0,28.75,0.0000
28,2342600226,optimized,4,13,11-15,2,1,0,30.00,0.1538
28,2342600226,nearest,4,13,11-15,2,1,0,30.00,0.1538
28,2342600226,earliest_deadline,4,13,11-15,1,1,0,30.00,0.0769
29,1904449481,optimized,2,9,5-10,2,1,0,39.75,0.2222
29,1904449481,nearest,2,9,5-10,2,1,0,39.75,0.2222
29,1904449481,earliest_deadline,2,9,5-10,2,1,0,39.75,0.2222
30,1934709049,optimized,5,19,16-20,1,1,0,28.50,0.0526
30,1934709049,nearest,5,19,16-20,1,1,0,28.50,0.0526
30,1934709049,earliest_deadline,5,19,16-20,0,1,0,28.50,0.0000
31,975982877,optimized,3,13,11-15,1,1,0,24.25,0.0769
31,975982877,nearest,3,13,11-15,1,1,0,24.25,0.0769
31,975982877,earliest_deadline,3,13,11-15,0,1,0,24.25,0.0000
32,395720737,optimized,3,15,11-15,1,1,0,23.75,0.0667
32,395720737,nearest,3,15,11-15,1,1,0,23.75,0.0667
32,395720737,earliest_deadline,3,15,11-15,0,1,0,23.75,0.0000
33,2381923522,optimized,5,8,5-10,0,1,0,26.75,0.0000
33,2381923522,nearest,5,8,5-10,0,1,0,26.75,0.0000
33,2381923522,earliest_deadline,5,8,5-10,0,1,0,26.75,0.0000
34,3813457838,optimized,4,15,11-15,1,1,0,28.50,0.0667
34,3813457838,nearest,4,15,11-15,1,1,0,28.50,0.0667
34,3813457838,earliest_deadline,4,15,11-15,0,1,0,28.50,0.0000
35,274093026,optimized,5,13,11-15,1,1,0,27.00,0.0769
35,274093026,nearest,5,13,11-15,1,1,0,27.00,0.0769
35,274093026,earliest_deadline,5,13,11-15,0,1,0,27.00,0.0000
36,3686333037,optimized,5,19,16-20,1,1,0,24.50,0.0526
36,3686333037,nearest,5,19,16-20,1,1,0,24.50,0.0526
36,3686333037,earliest_deadline,5,19,16-20,0,1,0,24.50,0.0000
37,3554648815,optimized,5,18,16-20,0,1,0,23.75,0.0000
37,3554648815,nearest,5,18,16-20,0,1,0,23.75,0.0000
37,3554648815,earliest_deadline,5,18,16-20,0,1,0,23.75,0.0000
38,1188673835,optimized,5,19,16-20,1,1,0,25.00,0.0526
38,1188673835,nearest,5,19,16-20,1,1,0,25.00,0.0526
38,1188673835,earliest_deadline,5,19,16-20,0,1,0,25.00,0.0000
39,2712977935,optimized,2,15,11-15,0,1,0,23.50,0.0000
39,2712977935,nearest,2,15,11-15,0,1,0,23.50,0.0000
39,2712977935,earliest_deadline,2,15,11-15,0,1,0,23.50,0.0000
40,709653492,optimized,5,14,11-15,0,1,0,25.75,0.0000
40,709653492,nearest,5,14,11-15,0,1,0,25.75,0.0000
40,709653492,earliest_deadline,5,14,11-15,0,1,0,25.75,0.0000
41,3255962050,optimized,5,8,5-10,0,1,0,25.25,0.0000
41,3255962050,nearest,5,8,5-10,0,1,0,25.25,0.0000
41,3255962050,earliest_deadline,5,8,5-10,0,1,0,25.25,0.0000
42,3008723230,optimized,3,12,11-15,0,1,0,23.50,0.0000
42,3008723230,nearest,3,12,11-15,0,1,0,23.50,0.0000
42,3008723230,earliest_deadline,3,12,11-15,0,1,0,23.50,0.0000
43,1522677437,optimized,5,16,16-20,0,1,0,25.00,0.0000
43,1522677437,nearest,5,16,16-20,0,1,0,25.00,0.0000
43,1522677437,earliest_deadline,5,16,16-20,0,1,0,25.00,0.0000
44,291714184,optimized,3,8,5-10,2,1,0,31.25,0.2500
44,291714184,nearest,3,8,5-10,2,1,0,31.25,0.2500
44,291714184,earliest_deadline,3,8,5-10,2,1,0,32.50,0.2500
45,4169116268,optimized,5,13,11-15,4,1,0,31.00,0.3077
45,4169116268,nearest,5,13,11-15,4,1,0,31.00,0.3077
45,4169116268,earliest_deadline,5,13,11-15,1,1,0,31.00,0.0769
46,1914213179,optimized,4,7,5-10,1,1,0,30.25,0.1429
46,1914213179,nearest,4,7,5-10,1,1,0,30.25,0.1429
46,1914213179,earliest_deadline,4,7,5-10,0,1,0,30.25,0.0000
47,3835926006,optimized,5,14,11-15,4,1,0,29.00,0.2857
47,3835926006,nearest,5,14,11-15,4,1,0,29.00,0.2857
47,3835926006,earliest_deadline,5,14,11-15,0,1,0,29.00,0.0000
48,2911639983,optimized,2,7,5-10,1,1,0,27.00,0.1429
48,2911639983,nearest,2,7,5-10,1,1,0,27.00,0.1429
48,2911639983,earliest_deadline,2,7,5-10,0,1,0,27.00,0.0000
49,3343131662,optimized,4,15,11-15,2,1,0,31.25,0.1333
49,3343131662,nearest,4,15,11-15,2,1,0,31.25,0.1333
49,3343131662,earliest_deadline,4,15,11-15,1,1,0,31.25,0.0667
50,3263743247,optimized,3,10,5-10,5,1,0,38.25,0.5000
50,3263743247,nearest,3,10,5-10,5,1,0,38.25,0.5000
50,3263743247,earliest_deadline,3,10,5-10,4,1,0,41.75,0.4000
51,835966883,optimized,2,15,11-15,0,1,0,24.75,0.0000
51,835966883,nearest,2,15,11-15,0,1,0,24.75,0.0000
51,835966883,earliest_deadline,2,15,11-15,0,1,0,24.75,0.0000
52,1562964502,optimized,5,18,16-20,4,1,0,31.25,0.2222
52,1562964502,nearest,5,18,16-20,4,1,0,31.25,0.2222
52,1562964502,earliest_deadline,5,18,16-20,1,1,0,31.25,0.0556
53,2004551446,optimized,5,19,16-20,3,1,0,29.50,0.1579
53,2004551446,nearest,5,19,16-20,3,1,0,29.50,0.1579
53,2004551446,earliest_deadline,5,19,16-20,1,1,0,29.50,0.0526
54,2137998392,optimized,4,10,5-10,1,1,0,27.50,0.1000
54,2137998392,nearest,4,10,5-10,1,1,0,27.50,0.1000
54,2137998392,earliest_deadline,4,10,5-10,0,1,0,27.50,0.0000
55,188135740,optimized,4,12,11-15,0,1,0,25.50,0.0000
55,188135740,nearest,4,12,11-15,0,1,0,25.50,0.0000
55,188135740,earliest_deadline,4,12,11-15,0,1,0,25.50,0.0000
56,2347498143,optimized,3,6,5-10,0,1,0,34.50,0.0000
56,2347498143,nearest,3,6,5-10,0,1,0,34.50,0.0000
56,2347498143,earliest_deadline,3,6,5-10,1,1,0,34.50,0.1667
57,662668321,optimized,2,13,11-15,1,2,0,30.25,0.0769
57,662668321,nearest,2,13,11-15,1,2,0,30.25,0.0769
57,662668321,earliest_deadline,2,13,11-15,1,2,0,30.25,0.0769
58,3192775210,optimized,4,7,5-10,0,1,0,23.50,0.0000
58,3192775210,nearest,4,7,5-10,0,1,0,23.50,0.0000
58,3192775210,earliest_deadline,4,7,5-10,0,1,0,23.50,0.0000
59,2933672914,optimized,2,9,5-10,2,1,0,29.00,0.2222
59,2933672914,nearest,2,9,5-10,2,1,0,29.00,0.2222
59,2933672914,earliest_deadline,2,9,5-10,1,1,0,29.00,0.1111
60,3962226899,optimized,5,18,16-20,4,1,0,31.50,0.2222
60,3962226899,nearest,5,18,16-20,4,1,0,31.50,0.2222
60,3962226899,earliest_deadline,5,18,16-20,2,1,0,31.75,0.1111
61,3198729101,optimized,5,5,5-10,3,1,0,40.75,0.6000
61,3198729101,nearest,5,5,5-10,3,1,0,40.75,0.6000
61,3198729101,earliest_deadline,5,5,5-10,4,1,0,45.75,0.8000
62,1574718218,optimized,2,14,11-15,3,1,0,39.00,0.2143
62,1574718218,nearest,2,14,11-15,4,1,0,39.00,0.2857
62,1574718218,earliest_deadline,2,14,11-15,2,1,0,39.00,0.1429
63,4155422658,optimized,5,12,11-15,3,1,0,30.00,0.2500
63,4155422658,nearest,5,12,11-15,3,1,0,30.00,0.2500
63,4155422658,earliest_deadline,5,12,11-15,1,1,0,30.00,0.0833
64,1764588833,optimized,3,6,5-10,3,1,0,34.75,0.5000
64,1764588833,nearest,3,6,5-10,3,1,0,34.75,0.5000
64,1764588833,earliest_deadline,3,6,5-10,3,1,0,39.00,0.5000
65,1399409256,optimized,2,12,11-15,1,1,0,26.50,0.0833
65,1399409256,nearest,2,12,11-15,1,1,0,26.50,0.0833
65,1399409256,earliest_deadline,2,12,11-15,0,1,0,26.50,0.0000
66,3889246497,optimized,2,17,16-20,1,1,0,28.50,0.0588
66,3889246497,nearest,2,17,16-20,1,1,0,28.50,0.0588
66,3889246497,earliest_deadline,2,17,16-20,0,1,0,28.50,0.0000
67,1591112320,optimized,4,16,16-20,2,1,0,28.25,0.1250
67,1591112320,nearest,4,16,16-20,1,1,0,28.25,0.0625
67,1591112320,earliest_deadline,4,16,16-20,0,1,0,28.25,0.0000
68,327891486,optimized,3,17,16-20,2,1,0,31.50,0.1176
68,327891486,nearest,3,17,16-20,2,1,0,31.50,0.1176
68,327891486,earliest_deadline,3,17,16-20,0,1,0,31.50,0.0000
69,2016726852,optimized,4,17,16-20,3,1,0,28.00,0.1765
69,2016726852,nearest,4,17,16-20,3,1,0,28.00,0.1765
69,2016726852,earliest_deadline,4,17,16-20,0,1,0,28.00,0.0000
70,3417419471,optimized,4,12,11-15,2,1,0,30.75,0.1667
70,3417419471,nearest,4,12,11-15,2,1,0,30.75,0.1667
70,3417419471,earliest_deadline,4,12,11-15,0,1,0,30.75,0.0000
71,813773289,optimized,2,6,5-10,1,1,0,27.00,0.1667
71,813773289,nearest,2,6,5-10,1,1,0,27.00,0.1667
71,813773289,earliest_deadline,2,6,5-10,0,1,0,27.00,0.0000
72,1988314613,optimized,2,8,5-10,0,1,0,24.50,0.0000
72,1988314613,nearest,2,8,5-10,0,1,0,24.50,0.0000
72,1988314613,earliest_deadline,2,8,5-10,0,1,0,24.50,0.0000
73,558008615,optimized,4,12,11-15,0,1,0,27.25,0.0000
73,558008615,nearest,4,12,11-15,0,1,0,27.25,0.0000
73,558008615,earliest_deadline,4,12,11-15,0,1,0,27.25,0.0000
74,2948401464,optimized,2,5,5-10,1,1,0,34.50,0.2000
74,2948401464,nearest,2,5,5-10,1,1,0,34.50,0.2000
74,2948401464,earliest_deadline,2,5,5-10,1,1,0,34.50,0.2000
75,2043137099,optimized,3,8,5-10,1,1,0,27.75,0.1250
75,2043137099,nearest,3,8,5-10,1,1,0,27.75,0.1250
75,2043137099,earliest_deadline,3,8,5-10,0,1,0,27.75,0.0000
76,1418182452,optimized,4,8,5-10,4,1,0,36.25,0.5000
76,1418182452,nearest,4,8,5-10,4,1,0,36.25,0.5000
76,1418182452,earliest_deadline,4,8,5-10,4,1,0,37.75,0.5000
77,974568232,optimized,2,8,5-10,3,1,0,44.00,0.3750
77,974568232,nearest,2,8,5-10,3,1,0,44.00,0.3750
77,974568232,earliest_deadline,2,8,5-10,3,1,0,44.00,0.3750
78,2424508582,optimized,3,19,16-20,1,2,0,25.50,0.0526
78,2424508582,nearest,3,19,16-20,1,2,0,25.50,0.0526
78,2424508582,earliest_deadline,3,19,16-20,0,2,0,25.50,0.0000
79,2876829200,optimized,5,9,5-10,1,1,0,26.75,0.1111
79,2876829200,nearest,5,9,5-10,1,1,0,26.75,0.1111
79,2876829200,earliest_deadline,5,9,5-10,0,1,0,26.75,0.0000
80,4038583929,optimized,4,16,16-20,3,1,0,27.75,0.1875
80,4038583929,nearest,4,16,16-20,3,1,0,27.75,0.1875
80,4038583929,earliest_deadline,4,16,16-20,1,1,0,27.75,0.0625
81,1877553193,optimized,4,9,5-10,1,1,0,30.00,0.1111
81,1877553193,nearest,4,9,5-10,1,1,0,30.00,0.1111
81,1877553193,earliest_deadline,4,9,5-10,0,1,0,30.00,0.0000
82,690150400,optimized,5,7,5-10,0,1,0,26.50,0.0000
82,690150400,nearest,5,7,5-10,0,1,0,26.50,0.0000
82,690150400,earliest_deadline,5,7,5-10,0,1,0,26.50,0.0000
83,3576325619,optimized,4,16,16-20,1,1,0,25.25,0.0625
83,3576325619,nearest,4,16,16-20,1,1,0,25.25,0.0625
83,3576325619,earliest_deadline,4,16,16-20,0,1,0,25.25,0.0000
84,2704817078,optimized,2,6,5-10,2,1,0,35.25,0.3333
84,2704817078,nearest,2,6,5-10,2,1,0,35.25,0.3333
84,2704817078,earliest_deadline,2,6,5-10,2,1,0,39.00,0.3333
85,3007615710,optimized,4,20,16-20,3,1,0,31.50,0.1500
85,3007615710,nearest,4,20,16-20,3,1,0,31.50,0.1500
85,3007615710,earliest_deadline,4,20,16-20,5,1,0,37.00,0.2500
86,417585214,optimized,5,14,11-15,2,1,0,29.00,0.1429
86,417585214,nearest,5,14,11-15,2,1,0,29.00,0.1429
86,417585214,earliest_deadline,5,14,11-15,1,1,0,29.00,0.0714
87,1341604508,optimized,4,10,5-10,1,1,0,29.75,0.1000
87,1341604508,nearest,4,10,5-10,1,1,0,29.75,0.1000
87,1341604508,earliest_deadline,4,10,5-10,1,1,0,29.75,0.1000
88,3297864500,optimized,2,11,11-15,0,1,0,27.50,0.0000
88,3297864500,nearest,2,11,11-15,0,1,0,27.50,0.0000
88,3297864500,earliest_deadline,2,11,11-15,0,1,0,27.50,0.0000
89,3574528627,optimized,3,18,16-20,0,1,0,25.25,0.0000
89,3574528627,nearest,3,18,16-20,0,1,0,25.25,0.0000
89,3574528627,earliest_deadline,3,18,16-20,0,1,0,25.25,0.0000
90,1869241353,optimized,3,14,11-15,4,1,0,36.25,0.2857
90,1869241353,nearest,3,14,11-15,4,1,0,36.25,0.2857
90,1869241353,earliest_deadline,3,14,11-15,4,1,0,36.75,0.2857
91,3456436595,optimized,2,9,5-10,1,1,0,29.25,0.1111
91,3456436595,nearest,2,9,5-10,1,1,0,29.25,0.1111
91,3456436595,earliest_deadline,2,9,5-10,0,1,0,29.25,0.0000
92,3615039049,optimized,4,19,16-20,1,1,0,28.50,0.0526
92,3615039049,nearest,4,19,16-20,0,1,0,28.50,0.0000
92,3615039049,earliest_deadline,4,19,16-20,1,1,0,28.50,0.0526
93,1664206964,optimized,3,8,5-10,0,1,0,26.00,0.0000
93,1664206964,nearest,3,8,5-10,0,1,0,26.00,0.0000
93,1664206964,earliest_deadline,3,8,5-10,0,1,0,26.00,0.0000
94,3857256981,optimized,4,17,16-20,0,1,0,25.25,0.0000
94,3857256981,nearest,4,17,16-20,0,1,0,25.25,0.0000
94,3857256981,earliest_deadline,4,17,16-20,0,1,0,25.25,0.0000
95,1238359775,optimized,4,12,11-15,1,1,0,26.75,0.0833
95,1238359775,nearest,4,12,11-15,1,1,0,26.75,0.0833
95,1238359775,earliest_deadline,4,12,11-15,0,1,0,26.75,0.0000
96,1028892848,optimized,5,7,5-10,1,1,0,30.75,0.1429
96,1028892848,nearest,5,7,5-10,1,1,0,30.75,0.1429
96,1028892848,earliest_deadline,5,7,5-10,1,1,0,30.75,0.1429
97,2931295868,optimized,5,14,11-15,1,1,0,28.50,0.0714
97,2931295868,nearest,5,14,11-15,1,1,0,28.50,0.0714
97,2931295868,earliest_deadline,5,14,11-15,0,1,0,28.50,0.0000
98,2734871216,optimized,5,15,11-15,2,1,0,27.50,0.1333
98,2734871216,nearest,5,15,11-15,2,1,0,27.50,0.1333
98,2734871216,earliest_deadline,5,15,11-15,0,1,0,27.50,0.0000
99,600232345,optimized,2,7,5-10,3,1,0,38.75,0.4286
99,600232345,nearest,2,7,5-10,3,1,0,38.75,0.4286
99,600232345,earliest_deadline,2,7,5-10,1,1,0,38.75,0.1429
100,3576577092,optimized,3,6,5-10,3,1,0,27.50,0.5000
100,3576577092,nearest,3,6,5-10,3,1,0,27.50,0.5000
100,3576577092,earliest_deadline,3,6,5-10,1,1,0,27.50,0.1667
101,858599190,optimized,4,11,11-15,2,1,0,34.75,0.1818
101,858599190,nearest,4,11,11-15,2,1,0,34.75,0.1818
101,858599190,earliest_deadline,4,11,11-15,3,2,0,39.50,0.2727
102,3457015366,optimized,3,18,16-20,0,1,0,25.00,0.0000
102,3457015366,nearest,3,18,16-20,0,1,0,25.00,0.0000
102,3457015366,earliest_deadline,3,18,16-20,0,1,0,25.00,0.0000
103,31620706,optimized,2,8,5-10,0,1,0,26.50,0.0000
103,31620706,nearest,2,8,5-10,0,1,0,26.50,0.0000
103,31620706,earliest_deadline,2,8,5-10,0,1,0,26.50,0.0000
104,3422412848,optimized,5,10,5-10,2,1,0,30.50,0.2000
104,3422412848,nearest,5,10,5-10,1,1,0,30.50,0.1000
104,3422412848,earliest_deadline,5,10,5-10,1,1,0,30.50,0.1000
105,3379814464,optimized,3,17,16-20,3,1,0,28.25,0.1765
105,3379814464,nearest,3,17,16-20,3,1,0,28.25,0.1765
105,3379814464,earliest_deadline,3,17,16-20,0,1,0,28.25,0.0000
106,3351639226,optimized,4,19,16-20,3,1,0,28.00,0.1579
106,3351639226,nearest,4,19,16-20,3,1,0,28.00,0.1579
106,3351639226,earliest_deadline,4,19,16-20,1,1,0,28.00,0.0526
107,2855512684,optimized,3,6,5-10,5,1,0,49.50,0.8333
107,2855512684,nearest,3,6,5-10,5,1,0,49.50,0.8333
107,2855512684,earliest_deadline,3,6,5-10,6,0,1,53.50,1.0000
108,2025365462,optimized,4,13,11-15,3,1,0,29.50,0.2308
108,2025365462,nearest,4,13,11-15,3,1,0,29.50,0.2308
108,2025365462,earliest_deadline,4,13,11-15,0,1,0,29.50,0.0000
109,3028662238,optimized,3,19,16-20,4,2,0,34.50,0.2105
109,3028662238,nearest,3,19,16-20,4,2,0,34.50,0.2105
109,3028662238,earliest_deadline,3,19,16-20,2,1,0,34.50,0.1053
110,1190228316,optimized,5,14,11-15,3,1,0,27.75,0.2143
110,1190228316,nearest,5,14,11-15,3,1,0,27.75,0.2143
110,1190228316,earliest_deadline,5,14,11-15,0,1,0,27.75,0.0000
111,3353205654,optimized,5,13,11-15,0,1,0,25.75,0.0000
111,3353205654,nearest,5,13,11-15,0,1,0,25.75,0.0000
111,3353205654,earliest_deadline,5,13,11-15,0,1,0,25.75,0.0000
112,2386485524,optimized,3,11,11-15,3,1,0,34.25,0.2727
112,2386485524,nearest,3,11,11-15,3,1,0,34.25,0.2727
112,2386485524,earliest_deadline,3,11,11-15,1,1,0,35.25,0.0909
113,1971028246,optimized,3,12,11-15,1,1,0,26.75,0.0833
113,1971028246,nearest,3,12,11-15,1,1,0,26.75,0.0833
113,1971028246,earliest_deadline,3,12,11-15,0,1,0,26.75,0.0000
114,2171562312,optimized,4,5,5-10,1,1,0,29.00,0.2000
114,2171562312,nearest,4,5,5-10,1,1,0,29.00,0.2000
114,2171562312,earliest_deadline,4,5,5-10,1,1,0,29.00,0.2000
115,2442724835,optimized,4,19,16-20,1,1,0,26.50,0.0526
115,2442724835,nearest,4,19,16-20,1,1,0,26.50,0.0526
115,2442724835,earliest_deadline,4,19,16-20,0,1,0,26.50,0.0000
116,160040410,optimized,4,6,5-10,2,1,0,30.25,0.3333
116,160040410,nearest,4,6,5-10,2,1,0,30.25,0.3333
116,160040410,earliest_deadline,4,6,5-10,0,1,0,30.25,0.0000
117,600423534,optimized,4,12,11-15,0,1,0,28.25,0.0000
117,600423534,nearest,4,12,11-15,0,1,0,28.25,0.0000
117,600423534,earliest_deadline,4,12,11-15,0,1,0,28.25,0.0000
118,1054333581,optimized,2,11,11-15,1,1,0,24.75,0.0909
118,1054333581,nearest,2,11,11-15,1,1,0,24.75,0.0909
118,1054333581,earliest_deadline,2,11,11-15,0,1,0,24.75,0.0000
119,491902919,optimized,2,15,11-15,2,1,0,26.50,0.1333
119,491902919,nearest,2,15,11-15,2,1,0,26.50,0.1333
119,491902919,earliest_deadline,2,15,11-15,0,1,0,26.50,0.0000
120,1888125925,optimized,5,11,11-15,0,1,0,27.25,0.0000
120,1888125925,nearest,5,11,11-15,0,1,0,27.25,0.0000
120,1888125925,earliest_deadline,5,11,11-15,0,1,0,27.25,0.0000
121,2870768860,optimized,4,10,5-10,2,1,0,32.75,0.2000
121,2870768860,nearest,4,10,5-10,2,1,0,32.75,0.2000
121,2870768860,earliest_deadline,4,10,5-10,3,1,0,37.00,0.3000
122,2810750550,optimized,5,6,5-10,3,1,0,32.00,0.5000
122,2810750550,nearest,5,6,5-10,3,1,0,32.00,0.5000
122,2810750550,earliest_deadline,5,6,5-10,2,1,0,34.25,0.3333
123,2023342797,optimized,5,11,11-15,3,1,0,29.25,0.2727
123,2023342797,nearest,5,11,11-15,3,1,0,29.25,0.2727
123,2023342797,earliest_deadline,5,11,11-15,1,1,0,29.25,0.0909
124,3672540667,optimized,4,19,16-20,0,1,0,24.50,0.0000
124,3672540667,nearest,4,19,16-20,0,1,0,24.50,0.0000
124,3672540667,earliest_deadline,4,19,16-20,0,1,0,24.50,0.0000
125,2427670590,optimized,2,10,5-10,0,1,0,27.00,0.0000
125,2427670590,nearest,2,10,5-10,0,1,0,27.00,0.0000
125,2427670590,earliest_deadline,2,10,5-10,0,1,0,27.00,0.0000
126,340150258,optimized,2,10,5-10,2,1,0,33.75,0.2000
126,340150258,nearest,2,10,5-10,2,1,0,33.75,0.2000
126,340150258,earliest_deadline,2,10,5-10,1,1,0,33.75,0.1000
127,3285645073,optimized,2,5,5-10,2,1,0,32.25,0.4000
127,3285645073,nearest,2,5,5-10,2,1,0,32.25,0.4000
127,3285645073,earliest_deadline,2,5,5-10,0,1,0,32.25,0.0000
128,2467890886,optimized,2,14,11-15,1,1,0,27.50,0.0714
128,2467890886,nearest,2,14,11-15,1,1,0,27.50,0.0714
128,2467890886,earliest_deadline,2,14,11-15,0,1,0,27.50,0.0000
129,2726094425,optimized,4,15,11-15,2,1,0,27.00,0.1333
129,2726094425,nearest,4,15,11-15,2,1,0,27.00,0.1333
129,2726094425,earliest_deadline,4,15,11-15,0,1,0,27.00,0.0000
130,2428259942,optimized,5,6,5-10,2,1,0,28.25,0.3333
130,2428259942,nearest,5,6,5-10,2,1,0,28.25,0.3333
130,2428259942,earliest_deadline,5,6,5-10,0,1,0,28.25,0.0000
131,2377605420,optimized,3,9,5-10,1,1,0,28.50,0.1111
131,2377605420,nearest,3,9,5-10,1,1,0,28.50,0.1111
131,2377605420,earliest_deadline,3,9,5-10,0,1,0,28.50,0.0000
